file_offset	va	entries	verdict	identifier_share	nul_terminated	dwords_if_bitflags	first_name	last_name	names
0x00ed4be8	0x012d4be8	50	NAME_TABLE	1.0	no	2	Hello	know	Hello He Him the this that though rough cough obviously But but bye begin beginning beginnings of our ourselves yourselves to together togetherness from either I A return However that example yet quickly all if were includes always never not small returns set basic Entered with used shown you know
0x00ea80a8	0x012a80a8	47	NAME_TABLE	0.979	yes	2	NONE	LOTR_NEW	NONE NEXT Region Minas_Tirith Osgiliath Dead_Marshes Edoras Helm's_Deep Paths_of_Dead Fangorn_Forest Misty_Mountains Rivendell Moria The_Shire Isengard Mordor Misc_Village Misc_Grassland Misc_Town Misc_Woodland Misc_Water Type Grass Rock Dirt Snow Cliff Misc DESERT_1 DESERT_2 DESERT_3 EASTERN_EUROPE_1 EASTERN_EUROPE_2 EASTERN_EUROPE_3 SWISS_1 SWISS_2 SWISS_3 SNOW_1 SNOW_2 SNOW_3 ASPHALT CONCRETE TRANSITION SAND WOOD BLEND_EDGE LOTR_NEW
0x00ed6f78	0x012d6f78	39	UNCERTAIN	0.154	yes	2	Unknown NVidia device	Quadro DCC	Unknown NVidia device GeForce3 Quadro2 PRO GeForce2 Go GeForce2 ULTRA GeForce2 GTS Quadro GeForce DDR GeForce 256 TNT2 Aladdin TNT2 TNT2 ULTRA TNT2 Vanta TNT2 M64 TNT RIVA 128 TNT Vanta NV1 GeForce2 MXGeForce4 Ti 4600 GeForce4 Ti 4400 GeForce4 Ti GeForce4 Ti 4200 GeForce4 MX 460 GeForce4 MX 440 GeForce4 MX 420 GeForce4 GeForce4 Go 440 GeForce4 Go 420 GeForce4 Go 420 32M GeForce4 Go 440 64M GeForce4 Go GeForce3 Ti 500 GeForce3 Ti 200 GeForce2 Integrated GeForce2 Ti Quadro2 MXR//EX//GO GeFORCE2_MX 100//200 GeFORCE2_MX 400 Quadro DCC
0x00eb3dc0	0x012b3dc0	38	NAME_TABLE	0.974	no	2	ShellMainMenuCampaignPushed	Cine_Insane	ShellMainMenuCampaignPushed ShellMainMenuCampaignHighlighted ShellMainMenuCampaignUnhighlighted ShellMainMenuSkirmishPushed ShellMainMenuSkirmishHighlighted ShellMainMenuSkirmishUnhighlighted ShellMainMenuOptionsPushed ShellMainMenuOptionsHighlighted ShellMainMenuOptionsUnhighlighted ShellMainMenuOnlinePushed ShellMainMenuOnlineHighlighted ShellMainMenuOnlineUnhighlighted ShellMainMenuNetworkPushed ShellMainMenuNetworkHighlighted ShellMainMenuNetworkUnhighlighted ShellMainMenuExitPushed ShellMainMenuExitHighlighted ShellMainMenuExitUnhighlighted ShellGeneralsOnlineLogin ShellGeneralsOnlineLogout ShellGeneralsOnlineEnteredFromGame ShellOptionsOpened ShellOptionsClosed ShellSkirmishOpened ShellSkirmishClosed ShellSkirmishEnteredFromGame ShellLANOpened ShellLANClosed ShellLANEnteredFromGame Ground Air Ground or Air Subtle Normal Strong Severe Cine_Extreme Cine_Insane
0x00eb5ef8	0x012b5ef8	32	NAME_TABLE	0.969	yes	1	NEED_TARGET_ENEMY_OBJECT	CANCELABLE	NEED_TARGET_ENEMY_OBJECT NEED_TARGET_NEUTRAL_OBJECT NEED_TARGET_ALLY_OBJECT NO_PLAY_UNIT_SPECIFIC_SOUND_FOR_AUTO_ABILITY ALLOW_SHRUBBERY_TARGET NEED_TARGET_POS NEED_UPGRADE NEED_SPECIAL_POWER_SCIENCE OK_FOR_MULTI_SELECT CONTEXTMODE_COMMAND CHECK_LIKE NEEDS_CASTLE_KINDOF ATTACK_OBJECTS_POSITION OPTION_ONE OPTION_TWO OPTION_THREE NOT_QUEUEABLE SINGLE_USE_COMMAND ---DO-NOT-USE--- SCRIPT_ONLY IGNORES_UNDERPOWERED ALLOW_ROCK_TARGET HIDE_WHILE_DISABLED TOGGLE_IMAGE_ON_WEAPON TOGGLE_IMAGE_ON_WEAPONSET TOGGLE_IMAGE_ON_FORMATION MOUNTED_ONLY UNMOUNTED_ONLY NONPRESSABLE AUTO_ABILITY_TRIGGERED ON_GROUND_ONLY CANCELABLE
0x00eb69e4	0x012b69e4	32	NAME_TABLE	0.969	yes	1	Peasant	StaticTextMapPreview	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord GameSpyGameOptionsMenu.wnd GameSpyGameOptionsMenuParent MapWindow StaticTextGameName StaticTextTeam StaticTextFaction StaticTextColor StaticTextPlayers TextEntryMapDisplay ButtonSelectMap ButtonStart StaticTextMapPreview
0x00eb6d04	0x012b6d04	30	NAME_TABLE	1.0	yes	1	Peasant	Commander	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord Private Corporal Sergeant Lieutenant Captain Major Colonel General Brigadier Commander
0x00eb7108	0x012b7108	30	NAME_TABLE	0.967	yes	1	Peasant	StaticTextMapPreview	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord GameSpyGameOptionsMenu.wnd GameSpyGameOptionsMenuParent MapWindow StaticTextTeam StaticTextFaction StaticTextColor TextEntryMapDisplay ButtonSelectMap ButtonStart StaticTextMapPreview
0x00ead6b0	0x012ad6b0	29	NAME_TABLE	1.0	yes	1	VETERAN	WEAPONSET_ONE_RING_MODE	VETERAN ELITE HERO PLAYER_UPGRADE PASSENGER_TYPE_ONE PASSENGER_TYPE_TWO GARRISONED CLOSE_RANGE RAMPAGE CONTESTING_BUILDING WEAPON_RIDER1 WEAPON_RIDER2 WEAPON_RIDER3 WEAPON_RIDER4 WEAPON_RIDER5 WEAPON_RIDER6 WEAPON_RIDER7 WEAPON_RIDER8 SPECIAL_ONE SPECIAL_TWO CONTAINED MOUNTED ENRAGED SPECIAL_UPGRADE WEAPONSET_TOGGLE_1 WEAPONSET_TOGGLE_2 WEAPONSET_TOGGLE_3 WEAPONSET_HERO_MODE WEAPONSET_ONE_RING_MODE
0x00eb59f0	0x012b59f0	29	NAME_TABLE	1.0	yes	1	ACTIVE	WIN_STATUS_BLOCK_INPUT	ACTIVE TOGGLE DRAGABLE ENABLED HIDDEN ABOVE BELOW IMAGE TABSTOP NOINPUT NOFOCUS DESTROYED BORDER SMOOTH_TEXT ONE_LINE NO_FLUSH SEE_THRU RIGHT_CLICK WRAP_CENTERED CHECK_LIKE HOTKEY_TEXT USE_OVERLAY_STATES NOT_READY FLASHING ALWAYS_COLOR ON_MOUSE_DOWN WIN_STATUS_CIRCULAR WIN_STATUS_AVAIL_FLAG WIN_STATUS_BLOCK_INPUT
0x00eb7ff4	0x012b7ff4	29	UNCERTAIN	0.69	no	1	Peasant	imgContainer/ImageLevelIconD	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord imgContainer/ImageA imgContainer/ImageB imgContainer/ImageC imgContainer/ImageD CreateComponents/ImageLevelIconMain imgContainer/ImageLevelIconA imgContainer/ImageLevelIconB imgContainer/ImageLevelIconC imgContainer/ImageLevelIconD
0x00ec84ec	0x012c84ec	29	NAME_TABLE	1.0	yes	1	hostname	score_t	hostname gamename gamever hostport mapname gametype gamevariant numplayers numteams maxplayers gamemode teamplay fraglimit teamfraglimit timeelapsed timelimit roundtime roundelapsed password groupid player_ score_ skill_ ping_ team_ deaths_ pid_ team_t score_t
0x00eb7ae4	0x012b7ae4	28	UNCERTAIN	0.714	yes	1	Peasant	OnlineProfile/componentImages/ImageLevelIconD	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord OnlineProfile/componentImages/ImageA OnlineProfile/componentImages/ImageB OnlineProfile/componentImages/ImageC OnlineProfile/componentImages/ImageD OnlineProfile/componentImages/ImageLevelIconA OnlineProfile/componentImages/ImageLevelIconB OnlineProfile/componentImages/ImageLevelIconC OnlineProfile/componentImages/ImageLevelIconD
0x00eb78c8	0x012b78c8	26	UNCERTAIN	0.769	yes	1	Peasant	OnlineHome/instance101/factionImageD	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord OnlineHome/Gadgets/Image OnlineHome/Gadgets/ImageLevelIconMain OnlineHome/instance101/factionImageA OnlineHome/instance101/factionImageB OnlineHome/instance101/factionImageC OnlineHome/instance101/factionImageD
0x00ea8024	0x012a8024	25	NAME_TABLE	1.0	yes	1	Peasant	LEFT_DESTROYED	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE FRONT_DESTROYED RIGHT_DESTROYED BACK_DESTROYED LEFT_DESTROYED
0x00ea7d64	0x012a7d64	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb550c	0x012b550c	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb7be4	0x012b7be4	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb7f10	0x012b7f10	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb8084	0x012b8084	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb9180	0x012b9180	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00eb95ec	0x012b95ec	24	NAME_TABLE	1.0	yes	1	Peasant	SPAWN	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord NONE HOLD KILL SPAWN
0x00ea70e0	0x012a70e0	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00ea85e8	0x012a85e8	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00ea8648	0x012a8648	23	NAME_TABLE	1.0	yes	1	NORMAL	FADED	NORMAL NONE CRUSHED BURNED EXPLODED POISONED TOPPLED FLOODED SUICIDED LASERED DETONATED SPLATTED POISONED_BETA EXTRA_2 EXTRA_3 EXTRA_4 EXTRA_5 EXTRA_6 EXTRA_7 EXTRA_8 KNOCKBACK SUPERNATURAL FADED
0x00eacc70	0x012acc70	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00ead348	0x012ad348	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00ead3a8	0x012ad3a8	23	NAME_TABLE	1.0	yes	1	NORMAL	FADED	NORMAL NONE CRUSHED BURNED EXPLODED POISONED TOPPLED FLOODED SUICIDED LASERED DETONATED SPLATTED POISONED_BETA EXTRA_2 EXTRA_3 EXTRA_4 EXTRA_5 EXTRA_6 EXTRA_7 EXTRA_8 KNOCKBACK SUPERNATURAL FADED
0x00eae700	0x012ae700	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00eae760	0x012ae760	23	NAME_TABLE	1.0	yes	1	NORMAL	FADED	NORMAL NONE CRUSHED BURNED EXPLODED POISONED TOPPLED FLOODED SUICIDED LASERED DETONATED SPLATTED POISONED_BETA EXTRA_2 EXTRA_3 EXTRA_4 EXTRA_5 EXTRA_6 EXTRA_7 EXTRA_8 KNOCKBACK SUPERNATURAL FADED
0x00eaf420	0x012af420	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00eaf688	0x012af688	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00eb1c90	0x012b1c90	23	NAME_TABLE	1.0	yes	1	NORMAL	FADED	NORMAL NONE CRUSHED BURNED EXPLODED POISONED TOPPLED FLOODED SUICIDED LASERED DETONATED SPLATTED POISONED_BETA EXTRA_2 EXTRA_3 EXTRA_4 EXTRA_5 EXTRA_6 EXTRA_7 EXTRA_8 KNOCKBACK SUPERNATURAL FADED
0x00eb3558	0x012b3558	23	NAME_TABLE	1.0	yes	1	FORCE	UNDEFINED	FORCE CRUSH SLASH PIERCE SIEGE STRUCTURAL FLAME HEALING UNRESISTABLE WATER PENALTY FALLING TOPPLING REFLECTED PASSENGER MAGIC CHOP HERO SPECIALIST URUK HERO_RANGED FLY_INTO UNDEFINED
0x00eb35b8	0x012b35b8	23	NAME_TABLE	1.0	yes	1	NORMAL	FADED	NORMAL NONE CRUSHED BURNED EXPLODED POISONED TOPPLED FLOODED SUICIDED LASERED DETONATED SPLATTED POISONED_BETA EXTRA_2 EXTRA_3 EXTRA_4 EXTRA_5 EXTRA_6 EXTRA_7 EXTRA_8 KNOCKBACK SUPERNATURAL FADED
0x00ead4b0	0x012ad4b0	22	NAME_TABLE	1.0	yes	1	GARRISONED	SOLO_AI_HARD	GARRISONED HORDE CONTINUOUS_FIRE_MEAN CONTINUOUS_FIRE_FAST NATIONALISM PLAYER_UPGRADE DRONE_SPOTTING DEMORALIZED_OBSOLETE ENTHUSIASTIC VETERAN ELITE HERO BATTLEPLAN_BOMBARDMENT BATTLEPLAN_HOLDTHELINE BATTLEPLAN_SEARCHANDDESTROY SUBLIMINAL SOLO_HUMAN_EASY SOLO_HUMAN_NORMAL SOLO_HUMAN_HARD SOLO_AI_EASY SOLO_AI_NORMAL SOLO_AI_HARD
0x00eb158c	0x012b158c	21	NAME_TABLE	1.0	yes	1	SAME_CURRENTHEALTH	AUTO_HEAL	SAME_CURRENTHEALTH PRESERVE_RATIO ADD_CURRENT_HEALTH_TOO ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ee6040	0x012e6040	21	UNCERTAIN	0.81	yes	1	UNKNOWN	<undefined>	UNKNOWN Geometry Animation Texture Pathfind Vis Sound CullingData Strings GameData PhysicsData W3dData StaticAllocations GameInit Renderer Network BINK <undefined> <undefined> <undefined> <undefined>
0x00ea7cc8	0x012a7cc8	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00ea7df0	0x012a7df0	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00ea81b4	0x012a81b4	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00ea92b4	0x012a92b4	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb4400	0x012b4400	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb454c	0x012b454c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb5858	0x012b5858	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb5dbc	0x012b5dbc	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6860	0x012b6860	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6984	0x012b6984	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6bc0	0x012b6bc0	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6c20	0x012b6c20	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6c80	0x012b6c80	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6de4	0x012b6de4	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6e8c	0x012b6e8c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6f1c	0x012b6f1c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb6fa8	0x012b6fa8	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7048	0x012b7048	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb70a8	0x012b70a8	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb71d4	0x012b71d4	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb727c	0x012b727c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7368	0x012b7368	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7470	0x012b7470	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb755c	0x012b755c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb75e8	0x012b75e8	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb76a4	0x012b76a4	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7804	0x012b7804	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7864	0x012b7864	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7944	0x012b7944	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7b6c	0x012b7b6c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7cd8	0x012b7cd8	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb7dac	0x012b7dac	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9120	0x012b9120	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb92d0	0x012b92d0	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9330	0x012b9330	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9390	0x012b9390	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9418	0x012b9418	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9484	0x012b9484	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9520	0x012b9520	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb958c	0x012b958c	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
